start,end,length,strand,frame,chromosome,label
117991,122071,4080,1,1,chrIX,known_gene
130609,131665,1056,1,1,chrIX,known_gene
134416,136108,1692,1,1,chrIX,known_gene
142927,144085,1158,1,1,chrIX,known_gene
146863,147175,312,1,1,chrIX,novel_orf
151594,154846,3252,1,1,chrIX,known_gene
178003,179653,1650,1,1,chrIX,known_gene
193594,195070,1476,1,1,chrIX,known_gene
195598,196216,618,1,1,chrIX,known_gene
241942,242716,774,1,1,chrIX,known_gene
242785,243097,312,1,1,chrIX,novel_orf
243100,243628,528,1,1,chrIX,novel_orf
246391,246826,435,1,1,chrIX,known_gene
254542,254860,318,1,1,chrIX,known_gene
261436,264892,3456,1,1,chrIX,known_gene
266641,267055,414,1,1,chrIX,novel_orf
278425,279847,1422,1,1,chrIX,known_gene
295564,295903,339,1,1,chrIX,known_gene
299734,300106,372,1,1,chrIX,known_gene
304708,305029,321,1,1,chrIX,novel_orf
311164,312460,1296,1,1,chrIX,known_gene
312904,313861,957,1,1,chrIX,known_gene
333010,333352,342,1,1,chrIX,known_gene
339343,341428,2085,1,1,chrIX,known_gene
342535,342835,300,1,1,chrIX,known_gene
345691,347797,2106,1,1,chrIX,known_gene
357958,358261,303,1,1,chrIX,novel_orf
363220,364519,1299,1,1,chrIX,known_gene
364888,365335,447,1,1,chrIX,known_gene
367660,368026,366,1,1,chrIX,novel_orf
374524,374860,336,1,1,chrIX,known_gene
375430,377161,1731,1,1,chrIX,known_gene
380983,381814,831,1,1,chrIX,known_gene
382627,383425,798,1,1,chrIX,known_gene
390481,390952,471,1,1,chrIX,novel_orf
391051,392809,1758,1,1,chrIX,novel_orf
410806,411838,1032,1,1,chrIX,known_gene
422353,422704,351,1,1,chrIX,known_gene
423127,423619,492,1,1,chrIX,known_gene
845,1328,483,1,2,chrIX,known_gene
1628,2480,852,1,2,chrIX,novel_orf
4637,5075,438,1,2,chrIX,novel_orf
19514,19844,330,1,2,chrIX,novel_orf
47291,47693,402,1,2,chrIX,known_gene
53990,54302,312,1,2,chrIX,novel_orf
70229,70673,444,1,2,chrIX,novel_orf
72137,72548,411,1,2,chrIX,novel_orf
85052,85442,390,1,2,chrIX,known_gene
97394,98330,936,1,2,chrIX,known_gene
105008,105527,519,1,2,chrIX,known_gene
126203,127097,894,1,2,chrIX,known_gene
128150,129581,1431,1,2,chrIX,known_gene
139751,140447,696,1,2,chrIX,known_gene
155420,155765,345,1,2,chrIX,known_gene
156044,157178,1134,1,2,chrIX,known_gene
160886,162977,2091,1,2,chrIX,known_gene
166733,167444,711,1,2,chrIX,known_gene
189065,190967,1902,1,2,chrIX,known_gene
205634,206507,873,1,2,chrIX,known_gene
212498,214703,2205,1,2,chrIX,known_gene
226601,228419,1818,1,2,chrIX,known_gene
233012,233396,384,1,2,chrIX,known_gene
237365,237809,444,1,2,chrIX,known_gene
266042,266396,354,1,2,chrIX,novel_orf
271160,272777,1617,1,2,chrIX,known_gene
276524,277505,981,1,2,chrIX,known_gene
280799,281141,342,1,2,chrIX,novel_orf
285665,287429,1764,1,2,chrIX,known_gene
302099,302498,399,1,2,chrIX,known_gene
309398,309740,342,1,2,chrIX,novel_orf
315092,316133,1041,1,2,chrIX,known_gene
326102,327995,1893,1,2,chrIX,known_gene
349121,350003,882,1,2,chrIX,known_gene
353939,355481,1542,1,2,chrIX,known_gene
360884,362924,2040,1,2,chrIX,known_gene
370703,372998,2295,1,2,chrIX,known_gene
378485,379781,1296,1,2,chrIX,known_gene
381947,382382,435,1,2,chrIX,known_gene
384608,385346,738,1,2,chrIX,known_gene
398732,399236,504,1,2,chrIX,known_gene
399776,402689,2913,1,2,chrIX,known_gene
403658,404765,1107,1,2,chrIX,known_gene
408467,410375,1908,1,2,chrIX,known_gene
412898,413282,384,1,2,chrIX,known_gene
414266,414623,357,1,2,chrIX,novel_orf
416123,419465,3342,1,2,chrIX,known_gene
433928,434303,375,1,2,chrIX,known_gene
423808,424513,705,-1,0,chrIX,known_gene
422410,422782,372,-1,0,chrIX,known_gene
419614,420736,1122,-1,0,chrIX,known_gene
413014,414679,1665,-1,0,chrIX,known_gene
404872,405967,1095,-1,0,chrIX,known_gene
402382,402706,324,-1,0,chrIX,known_gene
401914,402283,369,-1,0,chrIX,novel_orf
379027,379468,441,-1,0,chrIX,novel_orf
375556,375895,339,-1,0,chrIX,novel_orf
362092,362587,495,-1,0,chrIX,novel_orf
350590,353431,2841,-1,0,chrIX,known_gene
339889,340291,402,-1,0,chrIX,novel_orf
318199,320965,2766,-1,0,chrIX,known_gene
309385,310426,1041,-1,0,chrIX,known_gene
308200,308575,375,-1,0,chrIX,known_gene
289225,290089,864,-1,0,chrIX,known_gene
280141,282652,2511,-1,0,chrIX,known_gene
275107,276292,1185,-1,0,chrIX,known_gene
265114,267823,2709,-1,0,chrIX,known_gene
257842,258280,438,-1,0,chrIX,known_gene
243997,244462,465,-1,0,chrIX,known_gene
235723,237760,2037,-1,0,chrIX,known_gene
233056,235474,2418,-1,0,chrIX,known_gene
221080,222490,1410,-1,0,chrIX,known_gene
214990,215953,963,-1,0,chrIX,known_gene
210922,212005,1083,-1,0,chrIX,known_gene
200152,200461,309,-1,0,chrIX,known_gene
199645,200119,474,-1,0,chrIX,known_gene
191029,193195,2166,-1,0,chrIX,known_gene
182116,183127,1011,-1,0,chrIX,known_gene
175306,177250,1944,-1,0,chrIX,known_gene
169981,171505,1524,-1,0,chrIX,known_gene
161140,161473,333,-1,0,chrIX,novel_orf
157384,160165,2781,-1,0,chrIX,known_gene
146725,147145,420,-1,0,chrIX,known_gene
100780,102235,1455,-1,0,chrIX,known_gene
99859,100501,642,-1,0,chrIX,known_gene
89947,92788,2841,-1,0,chrIX,known_gene
80509,83041,2532,-1,0,chrIX,known_gene
69790,73453,3663,-1,0,chrIX,known_gene
61012,62728,1716,-1,0,chrIX,known_gene
57337,60694,3357,-1,0,chrIX,known_gene
53980,55021,1041,-1,0,chrIX,known_gene
46948,47542,594,-1,0,chrIX,known_gene
36898,37252,354,-1,0,chrIX,known_gene
30937,32566,1629,-1,0,chrIX,known_gene
16783,18553,1770,-1,0,chrIX,known_gene
1567,2419,852,-1,0,chrIX,known_gene
430497,432111,1614,-1,1,chrIX,known_gene
422073,422865,792,-1,1,chrIX,known_gene
415029,415617,588,-1,1,chrIX,known_gene
412035,412770,735,-1,1,chrIX,known_gene
402840,403491,651,-1,1,chrIX,known_gene
394254,394557,303,-1,1,chrIX,known_gene
389571,393675,4104,-1,1,chrIX,known_gene
377286,378246,960,-1,1,chrIX,known_gene
376647,377046,399,-1,1,chrIX,novel_orf
357414,360396,2982,-1,1,chrIX,known_gene
356142,356895,753,-1,1,chrIX,known_gene
346029,346329,300,-1,1,chrIX,novel_orf
342993,343656,663,-1,1,chrIX,known_gene
328206,332442,4236,-1,1,chrIX,known_gene
314034,314820,786,-1,1,chrIX,known_gene
308601,309171,570,-1,1,chrIX,known_gene
304476,307929,3453,-1,1,chrIX,known_gene
303678,304104,426,-1,1,chrIX,known_gene
300828,301257,429,-1,1,chrIX,known_gene
296049,300009,3960,-1,1,chrIX,known_gene
291960,292317,357,-1,1,chrIX,known_gene
290418,291669,1251,-1,1,chrIX,known_gene
281625,281934,309,-1,1,chrIX,known_gene
274071,275040,969,-1,1,chrIX,known_gene
272949,273846,897,-1,1,chrIX,known_gene
265098,265467,369,-1,1,chrIX,known_gene
261495,261873,378,-1,1,chrIX,novel_orf
246549,246915,366,-1,1,chrIX,known_gene
244656,245559,903,-1,1,chrIX,known_gene
242760,243744,984,-1,1,chrIX,known_gene
242313,242685,372,-1,1,chrIX,novel_orf
238098,240756,2658,-1,1,chrIX,known_gene
230271,231072,801,-1,1,chrIX,known_gene
222936,225597,2661,-1,1,chrIX,known_gene
202275,203259,984,-1,1,chrIX,known_gene
187989,188784,795,-1,1,chrIX,known_gene
186516,187632,1116,-1,1,chrIX,known_gene
177342,177681,339,-1,1,chrIX,known_gene
167580,169641,2061,-1,1,chrIX,known_gene
152028,152328,300,-1,1,chrIX,novel_orf
149142,149988,846,-1,1,chrIX,known_gene
136653,137877,1224,-1,1,chrIX,known_gene
134886,135360,474,-1,1,chrIX,novel_orf
121506,121821,315,-1,1,chrIX,novel_orf
98526,99135,609,-1,1,chrIX,known_gene
95064,96375,1311,-1,1,chrIX,known_gene
89229,89715,486,-1,1,chrIX,known_gene
87978,88716,738,-1,1,chrIX,known_gene
76353,77391,1038,-1,1,chrIX,known_gene
63027,68067,5040,-1,1,chrIX,known_gene
45540,45855,315,-1,1,chrIX,novel_orf
34086,34686,600,-1,1,chrIX,known_gene
33717,34077,360,-1,1,chrIX,known_gene
23118,26106,2988,-1,1,chrIX,known_gene
4965,6147,1182,-1,1,chrIX,known_gene
437042,437735,693,-1,2,chrIX,novel_orf
435272,435983,711,-1,2,chrIX,known_gene
433388,433721,333,-1,2,chrIX,known_gene
421025,421790,765,-1,2,chrIX,known_gene
406259,407642,1383,-1,2,chrIX,known_gene
397214,397949,735,-1,2,chrIX,known_gene
384917,385250,333,-1,2,chrIX,novel_orf
383555,384119,564,-1,2,chrIX,known_gene
380018,380384,366,-1,2,chrIX,known_gene
373076,374306,1230,-1,2,chrIX,known_gene
371480,371795,315,-1,2,chrIX,novel_orf
365465,369908,4443,-1,2,chrIX,known_gene
334091,334475,384,-1,2,chrIX,novel_orf
325211,325526,315,-1,2,chrIX,known_gene
322928,323237,309,-1,2,chrIX,novel_orf
313712,314051,339,-1,2,chrIX,known_gene
287789,288908,1119,-1,2,chrIX,known_gene
286067,286385,318,-1,2,chrIX,novel_orf
283028,284999,1971,-1,2,chrIX,known_gene
252041,253925,1884,-1,2,chrIX,known_gene
247901,248396,495,-1,2,chrIX,known_gene
241307,241775,468,-1,2,chrIX,known_gene
228659,229994,1335,-1,2,chrIX,known_gene
217862,220700,2838,-1,2,chrIX,known_gene
203555,204653,1098,-1,2,chrIX,known_gene
200489,202043,1554,-1,2,chrIX,known_gene
197930,199403,1473,-1,2,chrIX,known_gene
179771,180239,468,-1,2,chrIX,known_gene
174581,174887,306,-1,2,chrIX,known_gene
163277,165761,2484,-1,2,chrIX,known_gene
144326,148709,4383,-1,2,chrIX,known_gene
140612,141569,957,-1,2,chrIX,known_gene
133349,133694,345,-1,2,chrIX,novel_orf
117023,117644,621,-1,2,chrIX,known_gene
116033,116408,375,-1,2,chrIX,novel_orf
114908,115253,345,-1,2,chrIX,novel_orf
106106,113237,7131,-1,2,chrIX,known_gene
84176,84533,357,-1,2,chrIX,novel_orf
83207,83540,333,-1,2,chrIX,known_gene
74183,75773,1590,-1,2,chrIX,known_gene
59705,60011,306,-1,2,chrIX,known_gene
51758,53708,1950,-1,2,chrIX,known_gene
40190,41444,1254,-1,2,chrIX,known_gene
25259,25796,537,-1,2,chrIX,known_gene
23222,23789,567,-1,2,chrIX,known_gene
8792,9155,363,-1,2,chrIX,known_gene
482,4997,4515,-1,2,chrIX,known_gene
828,1311,483,1,0,chrX,known_gene
1611,2463,852,1,0,chrX,novel_orf
4620,5058,438,1,0,chrX,novel_orf
21972,22563,591,1,0,chrX,known_gene
26886,28596,1710,1,0,chrX,known_gene
36918,37734,816,1,0,chrX,known_gene
38004,39969,1965,1,0,chrX,known_gene
53340,54183,843,1,0,chrX,known_gene
54378,56178,1800,1,0,chrX,known_gene
60843,63489,2646,1,0,chrX,known_gene
63804,67569,3765,1,0,chrX,known_gene
78483,79107,624,1,0,chrX,novel_orf
80154,81915,1761,1,0,chrX,known_gene
85659,87495,1836,1,0,chrX,known_gene
95091,95922,831,1,0,chrX,known_gene
111720,112077,357,1,0,chrX,novel_orf
135117,135474,357,1,0,chrX,novel_orf
136173,136533,360,1,0,chrX,known_gene
140436,141138,702,1,0,chrX,known_gene
146358,146673,315,1,0,chrX,known_gene
150960,151626,666,1,0,chrX,known_gene
158187,159417,1230,1,0,chrX,known_gene
161913,164166,2253,1,0,chrX,known_gene
166464,166935,471,1,0,chrX,novel_orf
184500,185424,924,1,0,chrX,known_gene
188370,188724,354,1,0,chrX,novel_orf
199398,203325,3927,1,0,chrX,novel_orf
207876,209529,1653,1,0,chrX,known_gene
219630,219948,318,1,0,chrX,novel_orf
225054,226737,1683,1,0,chrX,known_gene
231300,233760,2460,1,0,chrX,known_gene
246300,246975,675,1,0,chrX,known_gene
247254,251691,4437,1,0,chrX,known_gene
272826,274698,1872,1,0,chrX,known_gene
281184,283380,2196,1,0,chrX,known_gene
303039,305118,2079,1,0,chrX,known_gene
313506,313812,306,1,0,chrX,novel_orf
315174,315570,396,1,0,chrX,known_gene
317283,319776,2493,1,0,chrX,known_gene
323385,324720,1335,1,0,chrX,known_gene
324963,326190,1227,1,0,chrX,known_gene
339786,342255,2469,1,0,chrX,known_gene
345972,347325,1353,1,0,chrX,known_gene
360129,360903,774,1,0,chrX,known_gene
361248,365445,4197,1,0,chrX,known_gene
367953,368373,420,1,0,chrX,known_gene
392403,393603,1200,1,0,chrX,known_gene
393966,395511,1545,1,0,chrX,known_gene
407424,407733,309,1,0,chrX,known_gene
438864,440646,1782,1,0,chrX,known_gene
462720,464253,1533,1,0,chrX,known_gene
466785,467148,363,1,0,chrX,known_gene
468000,468333,333,1,0,chrX,known_gene
480144,483612,3468,1,0,chrX,novel_orf
495105,495441,336,1,0,chrX,novel_orf
528696,529404,708,1,0,chrX,known_gene
529860,531366,1506,1,0,chrX,known_gene
536055,537549,1494,1,0,chrX,known_gene
567642,568704,1062,1,0,chrX,known_gene
578859,580221,1362,1,0,chrX,known_gene
598734,603078,4344,1,0,chrX,known_gene
623580,624603,1023,1,0,chrX,known_gene
624837,627015,2178,1,0,chrX,known_gene
627294,628326,1032,1,0,chrX,known_gene
637029,637635,606,1,0,chrX,known_gene
638319,638631,312,1,0,chrX,novel_orf
638658,639051,393,1,0,chrX,known_gene
640824,641664,840,1,0,chrX,known_gene
642006,643368,1362,1,0,chrX,known_gene
651900,652578,678,1,0,chrX,known_gene
659106,659511,405,1,0,chrX,novel_orf
661620,661935,315,1,0,chrX,novel_orf
672990,673620,630,1,0,chrX,known_gene
697140,698169,1029,1,0,chrX,known_gene
700881,701691,810,1,0,chrX,known_gene
703884,704238,354,1,0,chrX,known_gene
722814,723900,1086,1,0,chrX,known_gene
727404,728271,867,1,0,chrX,known_gene
1597,2380,783,1,1,chrX,novel_orf
2749,3085,336,1,1,chrX,novel_orf
25573,25948,375,1,1,chrX,novel_orf
42769,43246,477,1,1,chrX,novel_orf
43288,43609,321,1,1,chrX,novel_orf
69337,70879,1542,1,1,chrX,known_gene
71365,72574,1209,1,1,chrX,known_gene
84067,85336,1269,1,1,chrX,known_gene
88786,89116,330,1,1,chrX,known_gene
94048,94561,513,1,1,chrX,known_gene
105013,106072,1059,1,1,chrX,known_gene
107551,107860,309,1,1,chrX,novel_orf
117244,117787,543,1,1,chrX,known_gene
120448,121690,1242,1,1,chrX,known_gene
137122,137425,303,1,1,chrX,known_gene
145159,146044,885,1,1,chrX,known_gene
147100,147577,477,1,1,chrX,known_gene
157876,158194,318,1,1,chrX,known_gene
160618,161563,945,1,1,chrX,known_gene
173113,173413,300,1,1,chrX,novel_orf
175528,175924,396,1,1,chrX,novel_orf
189715,190243,528,1,1,chrX,known_gene
191638,192298,660,1,1,chrX,known_gene
197914,198595,681,1,1,chrX,novel_orf
221389,223327,1938,1,1,chrX,known_gene
227326,227776,450,1,1,chrX,known_gene
237262,239086,1824,1,1,chrX,known_gene
239413,241654,2241,1,1,chrX,known_gene
245590,246244,654,1,1,chrX,known_gene
257422,260947,3525,1,1,chrX,known_gene
268492,269815,1323,1,1,chrX,known_gene
314083,314434,351,1,1,chrX,known_gene
332743,333076,333,1,1,chrX,novel_orf
334264,335701,1437,1,1,chrX,known_gene
356023,357928,1905,1,1,chrX,known_gene
366676,367756,1080,1,1,chrX,known_gene
383836,386149,2313,1,1,chrX,known_gene
386347,386662,315,1,1,chrX,known_gene
407557,409162,1605,1,1,chrX,known_gene
419854,420181,327,1,1,chrX,known_gene
432643,433000,357,1,1,chrX,known_gene
436801,438610,1809,1,1,chrX,known_gene
456238,457774,1536,1,1,chrX,known_gene
460381,461593,1212,1,1,chrX,known_gene
469726,470113,387,1,1,chrX,known_gene
472759,474082,1323,1,1,chrX,novel_orf
491080,492262,1182,1,1,chrX,known_gene
503101,503485,384,1,1,chrX,known_gene
503935,507301,3366,1,1,chrX,known_gene
507745,510085,2340,1,1,chrX,known_gene
514054,516289,2235,1,1,chrX,known_gene
538771,539266,495,1,1,chrX,known_gene
548758,549814,1056,1,1,chrX,known_gene
550510,553318,2808,1,1,chrX,known_gene
555913,557602,1689,1,1,chrX,known_gene
573094,573751,657,1,1,chrX,known_gene
583732,585004,1272,1,1,chrX,known_gene
586399,586750,351,1,1,chrX,known_gene
609772,610741,969,1,1,chrX,known_gene
611194,612043,849,1,1,chrX,known_gene
612412,612931,519,1,1,chrX,known_gene
616957,617308,351,1,1,chrX,novel_orf
628711,629083,372,1,1,chrX,known_gene
647125,647476,351,1,1,chrX,known_gene
662920,663280,360,1,1,chrX,known_gene
695905,696949,1044,1,1,chrX,known_gene
704812,705115,303,1,1,chrX,known_gene
709183,709552,369,1,1,chrX,novel_orf
712516,713242,726,1,1,chrX,novel_orf
713293,714016,723,1,1,chrX,novel_orf
719665,721297,1632,1,1,chrX,known_gene
732439,734143,1704,1,1,chrX,known_gene
11474,16124,4650,1,2,chrX,known_gene
18242,18695,453,1,2,chrX,known_gene
19496,21200,1704,1,2,chrX,known_gene
23132,23729,597,1,2,chrX,known_gene
32162,33158,996,1,2,chrX,known_gene
83447,83819,372,1,2,chrX,known_gene
90785,91109,324,1,2,chrX,known_gene
97736,99467,1731,1,2,chrX,known_gene
102098,102467,369,1,2,chrX,known_gene
102977,103280,303,1,2,chrX,novel_orf
124160,124478,318,1,2,chrX,novel_orf
137378,139370,1992,1,2,chrX,known_gene
141422,141743,321,1,2,chrX,novel_orf
143291,144701,1410,1,2,chrX,known_gene
191021,191345,324,1,2,chrX,known_gene
192530,193466,936,1,2,chrX,known_gene
196286,197126,840,1,2,chrX,known_gene
198677,199157,480,1,2,chrX,novel_orf
205304,207449,2145,1,2,chrX,known_gene
214025,214391,366,1,2,chrX,novel_orf
242081,245258,3177,1,2,chrX,known_gene
259874,260204,330,1,2,chrX,known_gene
264050,264368,318,1,2,chrX,novel_orf
265925,268415,2490,1,2,chrX,known_gene
271769,272162,393,1,2,chrX,novel_orf
278840,280655,1815,1,2,chrX,known_gene
295244,298814,3570,1,2,chrX,known_gene
306131,307856,1725,1,2,chrX,known_gene
320015,322157,2142,1,2,chrX,known_gene
333356,334094,738,1,2,chrX,known_gene
335897,337037,1140,1,2,chrX,known_gene
338270,339269,999,1,2,chrX,known_gene
342521,345743,3222,1,2,chrX,known_gene
352259,353615,1356,1,2,chrX,known_gene
376661,377336,675,1,2,chrX,known_gene
378824,380096,1272,1,2,chrX,known_gene
381326,383375,2049,1,2,chrX,known_gene
387656,388247,591,1,2,chrX,known_gene
391310,391646,336,1,2,chrX,known_gene
398108,398417,309,1,2,chrX,known_gene
402896,404945,2049,1,2,chrX,known_gene
405587,407273,1686,1,2,chrX,known_gene
425156,431237,6081,1,2,chrX,known_gene
435344,435926,582,1,2,chrX,known_gene
445922,448025,2103,1,2,chrX,known_gene
449201,450665,1464,1,2,chrX,known_gene
451019,451934,915,1,2,chrX,known_gene
452429,453446,1017,1,2,chrX,known_gene
461828,462425,597,1,2,chrX,known_gene
474560,478028,3468,1,2,chrX,novel_orf
478343,479666,1323,1,2,chrX,novel_orf
496682,497009,327,1,2,chrX,known_gene
497354,500612,3258,1,2,chrX,known_gene
522047,523862,1815,1,2,chrX,known_gene
526334,526664,330,1,2,chrX,known_gene
532061,533759,1698,1,2,chrX,known_gene
534026,535751,1725,1,2,chrX,known_gene
544061,544712,651,1,2,chrX,known_gene
545786,548243,2457,1,2,chrX,known_gene
555194,555572,378,1,2,chrX,known_gene
559415,566828,7413,1,2,chrX,known_gene
569972,570284,312,1,2,chrX,novel_orf
570404,570773,369,1,2,chrX,known_gene
573980,575171,1191,1,2,chrX,known_gene
586067,586400,333,1,2,chrX,known_gene
587717,590582,2865,1,2,chrX,known_gene
615575,616286,711,1,2,chrX,known_gene
618233,619034,801,1,2,chrX,known_gene
620753,622490,1737,1,2,chrX,known_gene
630260,630581,321,1,2,chrX,novel_orf
633614,635681,2067,1,2,chrX,known_gene
639941,640451,510,1,2,chrX,known_gene
647606,649142,1536,1,2,chrX,known_gene
649775,651269,1494,1,2,chrX,known_gene
667643,669293,1650,1,2,chrX,known_gene
669521,672668,3147,1,2,chrX,known_gene
684566,689321,4755,1,2,chrX,known_gene
704195,705272,1077,1,2,chrX,known_gene
705743,706874,1131,1,2,chrX,known_gene
707159,708374,1215,1,2,chrX,known_gene
725783,726824,1041,1,2,chrX,known_gene
730514,730877,363,1,2,chrX,known_gene
736043,737117,1074,1,2,chrX,known_gene
742847,743999,1152,-1,0,chrX,known_gene
728573,729596,1023,-1,0,chrX,known_gene
714173,715397,1224,-1,0,chrX,known_gene
713516,713876,360,-1,0,chrX,known_gene
708998,709367,369,-1,0,chrX,known_gene
702026,702872,846,-1,0,chrX,known_gene
690749,695696,4947,-1,0,chrX,known_gene
689444,690524,1080,-1,0,chrX,known_gene
678956,683285,4329,-1,0,chrX,known_gene
676058,676778,720,-1,0,chrX,known_gene
658916,663059,4143,-1,0,chrX,known_gene
644303,646490,2187,-1,0,chrX,known_gene
638231,638975,744,-1,0,chrX,known_gene
604568,605651,1083,-1,0,chrX,known_gene
601358,601778,420,-1,0,chrX,novel_orf
599327,599633,306,-1,0,chrX,novel_orf
585119,585437,318,-1,0,chrX,known_gene
568805,569399,594,-1,0,chrX,known_gene
553475,554849,1374,-1,0,chrX,known_gene
526883,528476,1593,-1,0,chrX,known_gene
518762,519185,423,-1,0,chrX,known_gene
492377,496451,4074,-1,0,chrX,known_gene
471137,471671,534,-1,0,chrX,known_gene
468554,469112,558,-1,0,chrX,known_gene
467231,468281,1050,-1,0,chrX,known_gene
466520,467093,573,-1,0,chrX,known_gene
464450,466208,1758,-1,0,chrX,known_gene
460973,461345,372,-1,0,chrX,novel_orf
459794,460418,624,-1,0,chrX,known_gene
443999,444323,324,-1,0,chrX,known_gene
440993,442613,1620,-1,0,chrX,known_gene
433220,434651,1431,-1,0,chrX,known_gene
431588,432200,612,-1,0,chrX,known_gene
423137,424109,972,-1,0,chrX,known_gene
414284,414770,486,-1,0,chrX,known_gene
411233,413399,2166,-1,0,chrX,known_gene
398936,402410,3474,-1,0,chrX,known_gene
391832,392249,417,-1,0,chrX,known_gene
368747,373799,5052,-1,0,chrX,known_gene
366530,367607,1077,-1,0,chrX,novel_orf
315758,316475,717,-1,0,chrX,known_gene
315053,315557,504,-1,0,chrX,known_gene
307970,310637,2667,-1,0,chrX,known_gene
299156,302849,3693,-1,0,chrX,known_gene
294665,295061,396,-1,0,chrX,known_gene
291335,293981,2646,-1,0,chrX,known_gene
289874,290774,900,-1,0,chrX,known_gene
285557,289226,3669,-1,0,chrX,known_gene
272477,272846,369,-1,0,chrX,known_gene
247925,248315,390,-1,0,chrX,novel_orf
231581,231893,312,-1,0,chrX,novel_orf
226271,226667,396,-1,0,chrX,novel_orf
218852,220016,1164,-1,0,chrX,known_gene
209921,211577,1656,-1,0,chrX,known_gene
193859,194873,1014,-1,0,chrX,known_gene
190373,191090,717,-1,0,chrX,known_gene
188003,189440,1437,-1,0,chrX,known_gene
182297,184220,1923,-1,0,chrX,known_gene
175502,175805,303,-1,0,chrX,known_gene
175127,175502,375,-1,0,chrX,known_gene
165722,172367,6645,-1,0,chrX,known_gene
163730,164066,336,-1,0,chrX,novel_orf
153503,154691,1188,-1,0,chrX,known_gene
151712,152999,1287,-1,0,chrX,known_gene
151079,151394,315,-1,0,chrX,novel_orf
149732,150032,300,-1,0,chrX,known_gene
147818,148211,393,-1,0,chrX,known_gene
129284,130643,1359,-1,0,chrX,known_gene
122264,122948,684,-1,0,chrX,known_gene
111665,113333,1668,-1,0,chrX,known_gene
107816,108122,306,-1,0,chrX,known_gene
82094,82976,882,-1,0,chrX,known_gene
76802,79262,2460,-1,0,chrX,known_gene
74909,75302,393,-1,0,chrX,known_gene
66233,66689,456,-1,0,chrX,novel_orf
62927,63335,408,-1,0,chrX,novel_orf
62153,62564,411,-1,0,chrX,novel_orf
59855,60182,327,-1,0,chrX,known_gene
53942,54290,348,-1,0,chrX,known_gene
40193,41183,990,-1,0,chrX,known_gene
31817,32117,300,-1,0,chrX,novel_orf
26411,26771,360,-1,0,chrX,known_gene
16766,18536,1770,-1,0,chrX,known_gene
1550,2402,852,-1,0,chrX,known_gene
744910,745261,351,-1,1,chrX,known_gene
738007,739816,1809,-1,1,chrX,known_gene
686683,687025,342,-1,1,chrX,novel_orf
677440,678706,1266,-1,1,chrX,known_gene
671086,671431,345,-1,1,chrX,novel_orf
654736,655963,1227,-1,1,chrX,known_gene
652891,654238,1347,-1,1,chrX,known_gene
645523,645853,330,-1,1,chrX,known_gene
643489,644101,612,-1,1,chrX,known_gene
635854,636706,852,-1,1,chrX,known_gene
629584,632941,3357,-1,1,chrX,known_gene
622549,623014,465,-1,1,chrX,known_gene
621805,622177,372,-1,1,chrX,novel_orf
619156,619765,609,-1,1,chrX,known_gene
595060,598336,3276,-1,1,chrX,known_gene
588649,589186,537,-1,1,chrX,novel_orf
582607,583537,930,-1,1,chrX,known_gene
575353,576601,1248,-1,1,chrX,known_gene
572314,572935,621,-1,1,chrX,known_gene
569620,570598,978,-1,1,chrX,known_gene
522937,523459,522,-1,1,chrX,novel_orf
519637,521602,1965,-1,1,chrX,known_gene
516460,517513,1053,-1,1,chrX,known_gene
510238,513763,3525,-1,1,chrX,known_gene
483958,486196,2238,-1,1,chrX,known_gene
469183,469579,396,-1,1,chrX,known_gene
453682,454681,999,-1,1,chrX,known_gene
419956,421663,1707,-1,1,chrX,known_gene
409492,411040,1548,-1,1,chrX,known_gene
397354,398398,1044,-1,1,chrX,known_gene
388384,390853,2469,-1,1,chrX,known_gene
380248,381001,753,-1,1,chrX,known_gene
376798,377314,516,-1,1,chrX,novel_orf
349579,352108,2529,-1,1,chrX,known_gene
347446,348637,1191,-1,1,chrX,known_gene
344875,345220,345,-1,1,chrX,novel_orf
330430,333073,2643,-1,1,chrX,known_gene
328117,330121,2004,-1,1,chrX,known_gene
314113,314872,759,-1,1,chrX,known_gene
313015,313915,900,-1,1,chrX,known_gene
310921,312706,1785,-1,1,chrX,known_gene
298459,298876,417,-1,1,chrX,known_gene
298057,298405,348,-1,1,chrX,novel_orf
283801,285271,1470,-1,1,chrX,known_gene
274861,278002,3141,-1,1,chrX,known_gene
270001,272485,2484,-1,1,chrX,known_gene
262756,265051,2295,-1,1,chrX,known_gene
261079,262576,1497,-1,1,chrX,known_gene
234319,236356,2037,-1,1,chrX,known_gene
229024,230881,1857,-1,1,chrX,known_gene
211999,217309,5310,-1,1,chrX,known_gene
185527,186679,1152,-1,1,chrX,known_gene
178096,180103,2007,-1,1,chrX,known_gene
169150,169462,312,-1,1,chrX,known_gene
166123,166429,306,-1,1,chrX,known_gene
154984,156127,1143,-1,1,chrX,known_gene
141418,142567,1149,-1,1,chrX,known_gene
123835,126328,2493,-1,1,chrX,known_gene
117961,118825,864,-1,1,chrX,known_gene
102226,104428,2202,-1,1,chrX,known_gene
101149,101794,645,-1,1,chrX,known_gene
99703,100894,1191,-1,1,chrX,known_gene
96160,96529,369,-1,1,chrX,known_gene
89281,90097,816,-1,1,chrX,known_gene
76201,76510,309,-1,1,chrX,known_gene
72709,73414,705,-1,1,chrX,known_gene
67849,68782,933,-1,1,chrX,known_gene
