start,end,length,strand,frame,chromosome
291960,292317,357,-1,1,chrIX
290418,291669,1251,-1,1,chrIX
281625,281934,309,-1,1,chrIX
274071,275040,969,-1,1,chrIX
272949,273846,897,-1,1,chrIX
265098,265467,369,-1,1,chrIX
261495,261873,378,-1,1,chrIX
246549,246915,366,-1,1,chrIX
244656,245559,903,-1,1,chrIX
242760,243744,984,-1,1,chrIX
242313,242685,372,-1,1,chrIX
238098,240756,2658,-1,1,chrIX
230271,231072,801,-1,1,chrIX
222936,225597,2661,-1,1,chrIX
202275,203259,984,-1,1,chrIX
187989,188784,795,-1,1,chrIX
186516,187632,1116,-1,1,chrIX
177342,177681,339,-1,1,chrIX
167580,169641,2061,-1,1,chrIX
152028,152328,300,-1,1,chrIX
149142,149988,846,-1,1,chrIX
136653,137877,1224,-1,1,chrIX
134886,135360,474,-1,1,chrIX
121506,121821,315,-1,1,chrIX
98526,99135,609,-1,1,chrIX
95064,96375,1311,-1,1,chrIX
89229,89715,486,-1,1,chrIX
87978,88716,738,-1,1,chrIX
76353,77391,1038,-1,1,chrIX
63027,68067,5040,-1,1,chrIX
45540,45855,315,-1,1,chrIX
34086,34686,600,-1,1,chrIX
33717,34077,360,-1,1,chrIX
23118,26106,2988,-1,1,chrIX
4965,6147,1182,-1,1,chrIX
437042,437735,693,-1,2,chrIX
435272,435983,711,-1,2,chrIX
433388,433721,333,-1,2,chrIX
421025,421790,765,-1,2,chrIX
406259,407642,1383,-1,2,chrIX
397214,397949,735,-1,2,chrIX
384917,385250,333,-1,2,chrIX
383555,384119,564,-1,2,chrIX
380018,380384,366,-1,2,chrIX
373076,374306,1230,-1,2,chrIX
371480,371795,315,-1,2,chrIX
365465,369908,4443,-1,2,chrIX
334091,334475,384,-1,2,chrIX
325211,325526,315,-1,2,chrIX
322928,323237,309,-1,2,chrIX
313712,314051,339,-1,2,chrIX
287789,288908,1119,-1,2,chrIX
286067,286385,318,-1,2,chrIX
283028,284999,1971,-1,2,chrIX
252041,253925,1884,-1,2,chrIX
247901,248396,495,-1,2,chrIX
241307,241775,468,-1,2,chrIX
228659,229994,1335,-1,2,chrIX
217862,220700,2838,-1,2,chrIX
203555,204653,1098,-1,2,chrIX
200489,202043,1554,-1,2,chrIX
197930,199403,1473,-1,2,chrIX
179771,180239,468,-1,2,chrIX
174581,174887,306,-1,2,chrIX
163277,165761,2484,-1,2,chrIX
144326,148709,4383,-1,2,chrIX
140612,141569,957,-1,2,chrIX
133349,133694,345,-1,2,chrIX
117023,117644,621,-1,2,chrIX
116033,116408,375,-1,2,chrIX
114908,115253,345,-1,2,chrIX
106106,113237,7131,-1,2,chrIX
84176,84533,357,-1,2,chrIX
83207,83540,333,-1,2,chrIX
74183,75773,1590,-1,2,chrIX
59705,60011,306,-1,2,chrIX
51758,53708,1950,-1,2,chrIX
40190,41444,1254,-1,2,chrIX
25259,25796,537,-1,2,chrIX
23222,23789,567,-1,2,chrIX
8792,9155,363,-1,2,chrIX
482,4997,4515,-1,2,chrIX
828,1311,483,1,0,chrX
1611,2463,852,1,0,chrX
4620,5058,438,1,0,chrX
21972,22563,591,1,0,chrX
26886,28596,1710,1,0,chrX
36918,37734,816,1,0,chrX
38004,39969,1965,1,0,chrX
53340,54183,843,1,0,chrX
54378,56178,1800,1,0,chrX
60843,63489,2646,1,0,chrX
63804,67569,3765,1,0,chrX
78483,79107,624,1,0,chrX
80154,81915,1761,1,0,chrX
85659,87495,1836,1,0,chrX
95091,95922,831,1,0,chrX
111720,112077,357,1,0,chrX
135117,135474,357,1,0,chrX
136173,136533,360,1,0,chrX
140436,141138,702,1,0,chrX
146358,146673,315,1,0,chrX
150960,151626,666,1,0,chrX
158187,159417,1230,1,0,chrX
161913,164166,2253,1,0,chrX
166464,166935,471,1,0,chrX
184500,185424,924,1,0,chrX
188370,188724,354,1,0,chrX
199398,203325,3927,1,0,chrX
207876,209529,1653,1,0,chrX
219630,219948,318,1,0,chrX
225054,226737,1683,1,0,chrX
231300,233760,2460,1,0,chrX
246300,246975,675,1,0,chrX
247254,251691,4437,1,0,chrX
272826,274698,1872,1,0,chrX
281184,283380,2196,1,0,chrX
303039,305118,2079,1,0,chrX
313506,313812,306,1,0,chrX
315174,315570,396,1,0,chrX
317283,319776,2493,1,0,chrX
323385,324720,1335,1,0,chrX
324963,326190,1227,1,0,chrX
339786,342255,2469,1,0,chrX
345972,347325,1353,1,0,chrX
360129,360903,774,1,0,chrX
361248,365445,4197,1,0,chrX
367953,368373,420,1,0,chrX
392403,393603,1200,1,0,chrX
393966,395511,1545,1,0,chrX
407424,407733,309,1,0,chrX
438864,440646,1782,1,0,chrX
462720,464253,1533,1,0,chrX
466785,467148,363,1,0,chrX
468000,468333,333,1,0,chrX
480144,483612,3468,1,0,chrX
495105,495441,336,1,0,chrX
528696,529404,708,1,0,chrX
529860,531366,1506,1,0,chrX
536055,537549,1494,1,0,chrX
567642,568704,1062,1,0,chrX
578859,580221,1362,1,0,chrX
598734,603078,4344,1,0,chrX
623580,624603,1023,1,0,chrX
624837,627015,2178,1,0,chrX
627294,628326,1032,1,0,chrX
637029,637635,606,1,0,chrX
638319,638631,312,1,0,chrX
638658,639051,393,1,0,chrX
640824,641664,840,1,0,chrX
642006,643368,1362,1,0,chrX
651900,652578,678,1,0,chrX
659106,659511,405,1,0,chrX
661620,661935,315,1,0,chrX
672990,673620,630,1,0,chrX
697140,698169,1029,1,0,chrX
700881,701691,810,1,0,chrX
703884,704238,354,1,0,chrX
722814,723900,1086,1,0,chrX
727404,728271,867,1,0,chrX
1597,2380,783,1,1,chrX
2749,3085,336,1,1,chrX
25573,25948,375,1,1,chrX
42769,43246,477,1,1,chrX
43288,43609,321,1,1,chrX
69337,70879,1542,1,1,chrX
71365,72574,1209,1,1,chrX
84067,85336,1269,1,1,chrX
88786,89116,330,1,1,chrX
94048,94561,513,1,1,chrX
105013,106072,1059,1,1,chrX
107551,107860,309,1,1,chrX
117244,117787,543,1,1,chrX
120448,121690,1242,1,1,chrX
137122,137425,303,1,1,chrX
145159,146044,885,1,1,chrX
147100,147577,477,1,1,chrX
157876,158194,318,1,1,chrX
160618,161563,945,1,1,chrX
173113,173413,300,1,1,chrX
175528,175924,396,1,1,chrX
189715,190243,528,1,1,chrX
191638,192298,660,1,1,chrX
197914,198595,681,1,1,chrX
221389,223327,1938,1,1,chrX
227326,227776,450,1,1,chrX
237262,239086,1824,1,1,chrX
239413,241654,2241,1,1,chrX
245590,246244,654,1,1,chrX
257422,260947,3525,1,1,chrX
268492,269815,1323,1,1,chrX
314083,314434,351,1,1,chrX
332743,333076,333,1,1,chrX
334264,335701,1437,1,1,chrX
356023,357928,1905,1,1,chrX
366676,367756,1080,1,1,chrX
383836,386149,2313,1,1,chrX
386347,386662,315,1,1,chrX
407557,409162,1605,1,1,chrX
419854,420181,327,1,1,chrX
432643,433000,357,1,1,chrX
436801,438610,1809,1,1,chrX
456238,457774,1536,1,1,chrX
460381,461593,1212,1,1,chrX
469726,470113,387,1,1,chrX
472759,474082,1323,1,1,chrX
491080,492262,1182,1,1,chrX
503101,503485,384,1,1,chrX
503935,507301,3366,1,1,chrX
507745,510085,2340,1,1,chrX
514054,516289,2235,1,1,chrX
538771,539266,495,1,1,chrX
548758,549814,1056,1,1,chrX
550510,553318,2808,1,1,chrX
555913,557602,1689,1,1,chrX
573094,573751,657,1,1,chrX
583732,585004,1272,1,1,chrX
586399,586750,351,1,1,chrX
609772,610741,969,1,1,chrX
611194,612043,849,1,1,chrX
612412,612931,519,1,1,chrX
616957,617308,351,1,1,chrX
628711,629083,372,1,1,chrX
647125,647476,351,1,1,chrX
662920,663280,360,1,1,chrX
695905,696949,1044,1,1,chrX
704812,705115,303,1,1,chrX
709183,709552,369,1,1,chrX
712516,713242,726,1,1,chrX
713293,714016,723,1,1,chrX
719665,721297,1632,1,1,chrX
732439,734143,1704,1,1,chrX
11474,16124,4650,1,2,chrX
18242,18695,453,1,2,chrX
19496,21200,1704,1,2,chrX
23132,23729,597,1,2,chrX
32162,33158,996,1,2,chrX
83447,83819,372,1,2,chrX
90785,91109,324,1,2,chrX
97736,99467,1731,1,2,chrX
102098,102467,369,1,2,chrX
102977,103280,303,1,2,chrX
124160,124478,318,1,2,chrX
137378,139370,1992,1,2,chrX
141422,141743,321,1,2,chrX
143291,144701,1410,1,2,chrX
191021,191345,324,1,2,chrX
192530,193466,936,1,2,chrX
196286,197126,840,1,2,chrX
198677,199157,480,1,2,chrX
205304,207449,2145,1,2,chrX
214025,214391,366,1,2,chrX
242081,245258,3177,1,2,chrX
259874,260204,330,1,2,chrX
264050,264368,318,1,2,chrX
265925,268415,2490,1,2,chrX
271769,272162,393,1,2,chrX
278840,280655,1815,1,2,chrX
295244,298814,3570,1,2,chrX
306131,307856,1725,1,2,chrX
320015,322157,2142,1,2,chrX
333356,334094,738,1,2,chrX
335897,337037,1140,1,2,chrX
338270,339269,999,1,2,chrX
342521,345743,3222,1,2,chrX
352259,353615,1356,1,2,chrX
376661,377336,675,1,2,chrX
378824,380096,1272,1,2,chrX
381326,383375,2049,1,2,chrX
387656,388247,591,1,2,chrX
391310,391646,336,1,2,chrX
398108,398417,309,1,2,chrX
402896,404945,2049,1,2,chrX
405587,407273,1686,1,2,chrX
425156,431237,6081,1,2,chrX
435344,435926,582,1,2,chrX
445922,448025,2103,1,2,chrX
449201,450665,1464,1,2,chrX
451019,451934,915,1,2,chrX
452429,453446,1017,1,2,chrX
461828,462425,597,1,2,chrX
474560,478028,3468,1,2,chrX
478343,479666,1323,1,2,chrX
496682,497009,327,1,2,chrX
497354,500612,3258,1,2,chrX
522047,523862,1815,1,2,chrX
526334,526664,330,1,2,chrX
532061,533759,1698,1,2,chrX
534026,535751,1725,1,2,chrX
544061,544712,651,1,2,chrX
545786,548243,2457,1,2,chrX
555194,555572,378,1,2,chrX
559415,566828,7413,1,2,chrX
569972,570284,312,1,2,chrX
570404,570773,369,1,2,chrX
573980,575171,1191,1,2,chrX
586067,586400,333,1,2,chrX
587717,590582,2865,1,2,chrX
615575,616286,711,1,2,chrX
618233,619034,801,1,2,chrX
620753,622490,1737,1,2,chrX
630260,630581,321,1,2,chrX
633614,635681,2067,1,2,chrX
639941,640451,510,1,2,chrX
647606,649142,1536,1,2,chrX
649775,651269,1494,1,2,chrX
667643,669293,1650,1,2,chrX
669521,672668,3147,1,2,chrX
684566,689321,4755,1,2,chrX
704195,705272,1077,1,2,chrX
705743,706874,1131,1,2,chrX
707159,708374,1215,1,2,chrX
725783,726824,1041,1,2,chrX
730514,730877,363,1,2,chrX
736043,737117,1074,1,2,chrX
742847,743999,1152,-1,0,chrX
728573,729596,1023,-1,0,chrX
714173,715397,1224,-1,0,chrX
713516,713876,360,-1,0,chrX
708998,709367,369,-1,0,chrX
702026,702872,846,-1,0,chrX
690749,695696,4947,-1,0,chrX
689444,690524,1080,-1,0,chrX
678956,683285,4329,-1,0,chrX
676058,676778,720,-1,0,chrX
658916,663059,4143,-1,0,chrX
644303,646490,2187,-1,0,chrX
638231,638975,744,-1,0,chrX
604568,605651,1083,-1,0,chrX
601358,601778,420,-1,0,chrX
599327,599633,306,-1,0,chrX
585119,585437,318,-1,0,chrX
568805,569399,594,-1,0,chrX
553475,554849,1374,-1,0,chrX
526883,528476,1593,-1,0,chrX
518762,519185,423,-1,0,chrX
492377,496451,4074,-1,0,chrX
471137,471671,534,-1,0,chrX
468554,469112,558,-1,0,chrX
467231,468281,1050,-1,0,chrX
466520,467093,573,-1,0,chrX
464450,466208,1758,-1,0,chrX
460973,461345,372,-1,0,chrX
459794,460418,624,-1,0,chrX
443999,444323,324,-1,0,chrX
440993,442613,1620,-1,0,chrX
433220,434651,1431,-1,0,chrX
431588,432200,612,-1,0,chrX
423137,424109,972,-1,0,chrX
414284,414770,486,-1,0,chrX
411233,413399,2166,-1,0,chrX
398936,402410,3474,-1,0,chrX
391832,392249,417,-1,0,chrX
368747,373799,5052,-1,0,chrX
366530,367607,1077,-1,0,chrX
315758,316475,717,-1,0,chrX
315053,315557,504,-1,0,chrX
307970,310637,2667,-1,0,chrX
299156,302849,3693,-1,0,chrX
294665,295061,396,-1,0,chrX
291335,293981,2646,-1,0,chrX
289874,290774,900,-1,0,chrX
285557,289226,3669,-1,0,chrX
272477,272846,369,-1,0,chrX
247925,248315,390,-1,0,chrX
231581,231893,312,-1,0,chrX
226271,226667,396,-1,0,chrX
218852,220016,1164,-1,0,chrX
209921,211577,1656,-1,0,chrX
193859,194873,1014,-1,0,chrX
190373,191090,717,-1,0,chrX
188003,189440,1437,-1,0,chrX
182297,184220,1923,-1,0,chrX
175502,175805,303,-1,0,chrX
175127,175502,375,-1,0,chrX
165722,172367,6645,-1,0,chrX
163730,164066,336,-1,0,chrX
153503,154691,1188,-1,0,chrX
151712,152999,1287,-1,0,chrX
151079,151394,315,-1,0,chrX
149732,150032,300,-1,0,chrX
147818,148211,393,-1,0,chrX
129284,130643,1359,-1,0,chrX
122264,122948,684,-1,0,chrX
111665,113333,1668,-1,0,chrX
107816,108122,306,-1,0,chrX
82094,82976,882,-1,0,chrX
76802,79262,2460,-1,0,chrX
74909,75302,393,-1,0,chrX
66233,66689,456,-1,0,chrX
62927,63335,408,-1,0,chrX
62153,62564,411,-1,0,chrX
59855,60182,327,-1,0,chrX
53942,54290,348,-1,0,chrX
40193,41183,990,-1,0,chrX
31817,32117,300,-1,0,chrX
26411,26771,360,-1,0,chrX
16766,18536,1770,-1,0,chrX
1550,2402,852,-1,0,chrX
744910,745261,351,-1,1,chrX
738007,739816,1809,-1,1,chrX
686683,687025,342,-1,1,chrX
677440,678706,1266,-1,1,chrX
671086,671431,345,-1,1,chrX
654736,655963,1227,-1,1,chrX
652891,654238,1347,-1,1,chrX
645523,645853,330,-1,1,chrX
643489,644101,612,-1,1,chrX
635854,636706,852,-1,1,chrX
629584,632941,3357,-1,1,chrX
622549,623014,465,-1,1,chrX
621805,622177,372,-1,1,chrX
619156,619765,609,-1,1,chrX
595060,598336,3276,-1,1,chrX
588649,589186,537,-1,1,chrX
582607,583537,930,-1,1,chrX
575353,576601,1248,-1,1,chrX
572314,572935,621,-1,1,chrX
569620,570598,978,-1,1,chrX
522937,523459,522,-1,1,chrX
519637,521602,1965,-1,1,chrX
516460,517513,1053,-1,1,chrX
510238,513763,3525,-1,1,chrX
483958,486196,2238,-1,1,chrX
469183,469579,396,-1,1,chrX
453682,454681,999,-1,1,chrX
419956,421663,1707,-1,1,chrX
409492,411040,1548,-1,1,chrX
397354,398398,1044,-1,1,chrX
388384,390853,2469,-1,1,chrX
380248,381001,753,-1,1,chrX
376798,377314,516,-1,1,chrX
349579,352108,2529,-1,1,chrX
347446,348637,1191,-1,1,chrX
344875,345220,345,-1,1,chrX
330430,333073,2643,-1,1,chrX
328117,330121,2004,-1,1,chrX
314113,314872,759,-1,1,chrX
313015,313915,900,-1,1,chrX
310921,312706,1785,-1,1,chrX
298459,298876,417,-1,1,chrX
298057,298405,348,-1,1,chrX
283801,285271,1470,-1,1,chrX
274861,278002,3141,-1,1,chrX
270001,272485,2484,-1,1,chrX
262756,265051,2295,-1,1,chrX
261079,262576,1497,-1,1,chrX
234319,236356,2037,-1,1,chrX
229024,230881,1857,-1,1,chrX
211999,217309,5310,-1,1,chrX
185527,186679,1152,-1,1,chrX
178096,180103,2007,-1,1,chrX
169150,169462,312,-1,1,chrX
166123,166429,306,-1,1,chrX
154984,156127,1143,-1,1,chrX
141418,142567,1149,-1,1,chrX
123835,126328,2493,-1,1,chrX
117961,118825,864,-1,1,chrX
102226,104428,2202,-1,1,chrX
101149,101794,645,-1,1,chrX
99703,100894,1191,-1,1,chrX
96160,96529,369,-1,1,chrX
89281,90097,816,-1,1,chrX
76201,76510,309,-1,1,chrX
72709,73414,705,-1,1,chrX
67849,68782,933,-1,1,chrX
56443,58813,2370,-1,1,chrX
24340,26086,1746,-1,1,chrX
4948,6130,1182,-1,1,chrX
712254,715740,3486,-1,2,chrX
708810,709707,897,-1,2,chrX
698325,700614,2289,-1,2,chrX
673728,675852,2124,-1,2,chrX
665217,667137,1920,-1,2,chrX
663999,665019,1020,-1,2,chrX
656253,658689,2436,-1,2,chrX
616350,617334,984,-1,2,chrX
613185,615156,1971,-1,2,chrX
603219,604203,984,-1,2,chrX
590871,594327,3456,-1,2,chrX
586494,587373,879,-1,2,chrX
581913,582255,342,-1,2,chrX
580431,581616,1185,-1,2,chrX
577254,578190,936,-1,2,chrX
570966,572124,1158,-1,2,chrX
567018,567444,426,-1,2,chrX
557808,559158,1350,-1,2,chrX
552543,552858,315,-1,2,chrX
549114,549558,444,-1,2,chrX
544731,545175,444,-1,2,chrX
541791,542502,711,-1,2,chrX
524907,525381,474,-1,2,chrX
508068,508380,312,-1,2,chrX
503709,504072,363,-1,2,chrX
500712,503391,2679,-1,2,chrX
486585,490812,4227,-1,2,chrX
470229,470964,735,-1,2,chrX
469803,470205,402,-1,2,chrX
458640,459426,786,-1,2,chrX
442908,444861,1953,-1,2,chrX
422697,423012,315,-1,2,chrX
417561,419562,2001,-1,2,chrX
386367,387240,873,-1,2,chrX
375114,375774,660,-1,2,chrX
358299,359676,1377,-1,2,chrX
326241,327873,1632,-1,2,chrX
305220,305862,642,-1,2,chrX
269100,269559,459,-1,2,chrX
254736,256812,2076,-1,2,chrX
251820,254442,2622,-1,2,chrX
237600,237954,354,-1,2,chrX
217704,218856,1152,-1,2,chrX
191571,191895,324,-1,2,chrX
187125,187644,519,-1,2,chrX
173598,177306,3708,-1,2,chrX
164277,165348,1071,-1,2,chrX
147966,150390,2424,-1,2,chrX
136371,136773,402,-1,2,chrX
134331,135999,1668,-1,2,chrX
131100,133935,2835,-1,2,chrX
126852,128952,2100,-1,2,chrX
113877,115629,1752,-1,2,chrX
111876,112185,309,-1,2,chrX
109965,111159,1194,-1,2,chrX
106893,109461,2568,-1,2,chrX
92052,94530,2478,-1,2,chrX
87582,88560,978,-1,2,chrX
85434,85752,318,-1,2,chrX
81252,81711,459,-1,2,chrX
69240,69942,702,-1,2,chrX
50628,53151,2523,-1,2,chrX
47658,49935,2277,-1,2,chrX
41388,47433,6045,-1,2,chrX
36756,37200,444,-1,2,chrX
33849,36249,2400,-1,2,chrX
25452,25752,300,-1,2,chrX
8775,9138,363,-1,2,chrX
465,4980,4515,-1,2,chrX
450,798,348,1,0,chrXI
2388,2721,333,1,0,chrXI
14484,15708,1224,1,0,chrXI
22233,24084,1851,1,0,chrXI
34542,36414,1872,1,0,chrXI
39162,42237,3075,1,0,chrXI
43641,44025,384,1,0,chrXI
53703,55602,1899,1,0,chrXI
83112,83550,438,1,0,chrXI
89481,89787,306,1,0,chrXI
96756,98157,1401,1,0,chrXI
104358,104715,357,1,0,chrXI
155646,158232,2586,1,0,chrXI
163599,164109,510,1,0,chrXI
196743,197076,333,1,0,chrXI
220323,220974,651,1,0,chrXI
226569,228765,2196,1,0,chrXI
240648,240951,303,1,0,chrXI
248919,253476,4557,1,0,chrXI
267678,267981,303,1,0,chrXI
273393,275043,1650,1,0,chrXI
278280,278664,384,1,0,chrXI
280920,281535,615,1,0,chrXI
286602,288573,1971,1,0,chrXI
306210,306720,510,1,0,chrXI
307284,307827,543,1,0,chrXI
314811,315273,462,1,0,chrXI
317763,320673,2910,1,0,chrXI
325770,326112,342,1,0,chrXI
330165,330534,369,1,0,chrXI
343479,343938,459,1,0,chrXI
365604,369117,3513,1,0,chrXI
382071,382485,414,1,0,chrXI
382497,383103,606,1,0,chrXI
386397,386706,309,1,0,chrXI
387561,388905,1344,1,0,chrXI
391869,392217,348,1,0,chrXI
393720,394554,834,1,0,chrXI
400920,401256,336,1,0,chrXI
402567,403518,951,1,0,chrXI
408543,411483,2940,1,0,chrXI
435579,436785,1206,1,0,chrXI
438825,439350,525,1,0,chrXI
445380,446727,1347,1,0,chrXI
448782,449172,390,1,0,chrXI
469716,471339,1623,1,0,chrXI
494256,497358,3102,1,0,chrXI
525900,526302,402,1,0,chrXI
527814,530484,2670,1,0,chrXI
537939,538296,357,1,0,chrXI
544212,544527,315,1,0,chrXI
547425,547788,363,1,0,chrXI
549447,551367,1920,1,0,chrXI
557676,558954,1278,1,0,chrXI
559665,560652,987,1,0,chrXI
571611,573393,1782,1,0,chrXI
573573,574632,1059,1,0,chrXI
582282,583395,1113,1,0,chrXI
590394,591357,963,1,0,chrXI
592824,596298,3474,1,0,chrXI
599856,603072,3216,1,0,chrXI
615729,617535,1806,1,0,chrXI
635850,638286,2436,1,0,chrXI
640467,642504,2037,1,0,chrXI
653079,656736,3657,1,0,chrXI
656835,657756,921,1,0,chrXI
6106,7528,1422,1,1,chrXI
48106,48955,849,1,1,chrXI
50050,53353,3303,1,1,chrXI
63820,64402,582,1,1,chrXI
75748,77032,1284,1,1,chrXI
81034,82639,1605,1,1,chrXI
84703,85903,1200,1,1,chrXI
94498,96265,1767,1,1,chrXI
114355,114694,339,1,1,chrXI
118792,120304,1512,1,1,chrXI
125758,127042,1284,1,1,chrXI
127474,130261,2787,1,1,chrXI
130633,131050,417,1,1,chrXI
144400,145378,978,1,1,chrXI
153268,153706,438,1,1,chrXI
154990,155293,303,1,1,chrXI
158617,159007,390,1,1,chrXI
166543,167452,909,1,1,chrXI
169534,169936,402,1,1,chrXI
180778,182425,1647,1,1,chrXI
185956,186292,336,1,1,chrXI
186415,186814,399,1,1,chrXI
188071,188377,306,1,1,chrXI
208246,210130,1884,1,1,chrXI
210592,212332,1740,1,1,chrXI
214141,216700,2559,1,1,chrXI
236140,237070,930,1,1,chrXI
237535,238891,1356,1,1,chrXI
262276,263113,837,1,1,chrXI
283528,284455,927,1,1,chrXI
288844,291052,2208,1,1,chrXI
299581,301882,2301,1,1,chrXI
305113,305884,771,1,1,chrXI
310198,313078,2880,1,1,chrXI
315280,315724,444,1,1,chrXI
319435,319759,324,1,1,chrXI
323227,325120,1893,1,1,chrXI
339571,339946,375,1,1,chrXI
341311,342373,1062,1,1,chrXI
349462,351013,1551,1,1,chrXI
358474,359566,1092,1,1,chrXI
360142,360817,675,1,1,chrXI
369364,369721,357,1,1,chrXI
404101,405091,990,1,1,chrXI
408898,409201,303,1,1,chrXI
416173,416560,387,1,1,chrXI
418309,420061,1752,1,1,chrXI
426241,426952,711,1,1,chrXI
429301,430108,807,1,1,chrXI
438088,438544,456,1,1,chrXI
452200,454078,1878,1,1,chrXI
479233,481981,2748,1,1,chrXI
483418,485011,1593,1,1,chrXI
496651,497221,570,1,1,chrXI
497233,497554,321,1,1,chrXI
498424,498727,303,1,1,chrXI
500281,501103,822,1,1,chrXI
505813,506125,312,1,1,chrXI
509836,510208,372,1,1,chrXI
515062,516871,1809,1,1,chrXI
518197,518950,753,1,1,chrXI
519271,520624,1353,1,1,chrXI
525256,525562,306,1,1,chrXI
534292,534664,372,1,1,chrXI
548215,549091,876,1,1,chrXI
552763,554620,1857,1,1,chrXI
554986,556174,1188,1,1,chrXI
562546,565138,2592,1,1,chrXI
579208,579676,468,1,1,chrXI
597088,597391,303,1,1,chrXI
611524,612265,741,1,1,chrXI
619804,625432,5628,1,1,chrXI
639493,639826,333,1,1,chrXI
661441,663289,1848,1,1,chrXI
25214,26159,945,1,2,chrXI
47156,47972,816,1,2,chrXI
68615,69011,396,1,2,chrXI
98720,99641,921,1,2,chrXI
100670,106826,6156,1,2,chrXI
107315,108599,1284,1,2,chrXI
109268,109613,345,1,2,chrXI
122516,125543,3027,1,2,chrXI
161600,162335,735,1,2,chrXI
171782,173861,2079,1,2,chrXI
174212,175616,1404,1,2,chrXI
176780,178172,1392,1,2,chrXI
178514,179174,660,1,2,chrXI
179666,180263,597,1,2,chrXI
182957,184544,1587,1,2,chrXI
194477,194999,522,1,2,chrXI
196817,197171,354,1,2,chrXI
203540,205253,1713,1,2,chrXI
205706,207749,2043,1,2,chrXI
212042,212423,381,1,2,chrXI
217343,218318,975,1,2,chrXI
219125,219437,312,1,2,chrXI
232226,233891,1665,1,2,chrXI
234425,235787,1362,1,2,chrXI
256769,257843,1074,1,2,chrXI
261131,261851,720,1,2,chrXI
263348,264290,942,1,2,chrXI
264788,265808,1020,1,2,chrXI
271877,273209,1332,1,2,chrXI
275282,276998,1716,1,2,chrXI
279122,280127,1005,1,2,chrXI
280508,280859,351,1,2,chrXI
285029,286208,1179,1,2,chrXI
291452,292631,1179,1,2,chrXI
296429,299075,2646,1,2,chrXI
328175,328643,468,1,2,chrXI
353492,355079,1587,1,2,chrXI
356321,356642,321,1,2,chrXI
356747,357848,1101,1,2,chrXI
362621,364193,1572,1,2,chrXI
369890,371390,1500,1,2,chrXI
371828,374105,2277,1,2,chrXI
374504,375215,711,1,2,chrXI
375455,378572,3117,1,2,chrXI
385757,387206,1449,1,2,chrXI
420443,420893,450,1,2,chrXI
421898,422336,438,1,2,chrXI
443231,444938,1707,1,2,chrXI
451433,451988,555,1,2,chrXI
463958,464948,990,1,2,chrXI
478337,478832,495,1,2,chrXI
487769,488618,849,1,2,chrXI
491363,493661,2298,1,2,chrXI
505508,505814,306,1,2,chrXI
506516,506831,315,1,2,chrXI
506897,507707,810,1,2,chrXI
507938,508553,615,1,2,chrXI
520352,520652,300,1,2,chrXI
522014,523346,1332,1,2,chrXI
523571,523955,384,1,2,chrXI
530945,532202,1257,1,2,chrXI
556517,557342,825,1,2,chrXI
561062,561374,312,1,2,chrXI
567917,570149,2232,1,2,chrXI
576440,576797,357,1,2,chrXI
583652,584744,1092,1,2,chrXI
584951,586709,1758,1,2,chrXI
608945,611066,2121,1,2,chrXI
612926,613301,375,1,2,chrXI
626792,630380,3588,1,2,chrXI
631151,632801,1650,1,2,chrXI
646355,649865,3510,1,2,chrXI
662148,662523,375,-1,0,chrXI
612930,613515,585,-1,0,chrXI
604404,605418,1014,-1,0,chrXI
597054,598890,1836,-1,0,chrXI
586788,589305,2517,-1,0,chrXI
570327,570909,582,-1,0,chrXI
566112,567198,1086,-1,0,chrXI
534066,535281,1215,-1,0,chrXI
520896,521712,816,-1,0,chrXI
519642,519951,309,-1,0,chrXI
515145,515463,318,-1,0,chrXI
511998,513264,1266,-1,0,chrXI
510909,511797,888,-1,0,chrXI
508701,510681,1980,-1,0,chrXI
497577,499833,2256,-1,0,chrXI
471693,473349,1656,-1,0,chrXI
465366,466071,705,-1,0,chrXI
461634,462696,1062,-1,0,chrXI
455145,455496,351,-1,0,chrXI
440607,442722,2115,-1,0,chrXI
433092,434877,1785,-1,0,chrXI
425487,425790,303,-1,0,chrXI
417507,418023,516,-1,0,chrXI
411618,416913,5295,-1,0,chrXI
405189,407241,2052,-1,0,chrXI
394725,397248,2523,-1,0,chrXI
389379,389883,504,-1,0,chrXI
380064,381858,1794,-1,0,chrXI
358584,358905,321,-1,0,chrXI
346074,346764,690,-1,0,chrXI
330855,333969,3114,-1,0,chrXI
328785,329169,384,-1,0,chrXI
310416,310761,345,-1,0,chrXI
294609,296193,1584,-1,0,chrXI
277188,277863,675,-1,0,chrXI
274221,274737,516,-1,0,chrXI
248061,248367,306,-1,0,chrXI
243219,245373,2154,-1,0,chrXI
239184,242583,3399,-1,0,chrXI
226833,227250,417,-1,0,chrXI
221343,222900,1557,-1,0,chrXI
206985,207297,312,-1,0,chrXI
200883,201771,888,-1,0,chrXI
189123,191442,2319,-1,0,chrXI
186459,188640,2181,-1,0,chrXI
175842,176481,639,-1,0,chrXI
169206,171129,1923,-1,0,chrXI
164916,165930,1014,-1,0,chrXI
163641,164385,744,-1,0,chrXI
149385,150687,1302,-1,0,chrXI
137931,140691,2760,-1,0,chrXI
134508,135705,1197,-1,0,chrXI
123900,124227,327,-1,0,chrXI
113214,114627,1413,-1,0,chrXI
110463,112503,2040,-1,0,chrXI
